id,year_month,uf,product,unit,volume,created_at
7759,2014-08-01,CE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7760,2014-08-01,RN,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7761,2014-08-01,PB,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7762,2014-08-01,PE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7763,2014-08-01,AL,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7764,2014-08-01,SE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7765,2014-08-01,BA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7766,2014-08-01,MG,OLEO DIESEL S-1800,m3,2338.58,2022-06-14 09:28:16.189637-03
7767,2014-08-01,ES,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7768,2014-08-01,RJ,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7769,2014-08-01,SP,OLEO DIESEL S-1800,m3,19709.251,2022-06-14 09:28:16.189637-03
7770,2014-08-01,PR,OLEO DIESEL S-1800,m3,90,2022-06-14 09:28:16.189637-03
7771,2014-08-01,SC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7772,2014-08-01,RS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7773,2014-08-01,MS,OLEO DIESEL S-1800,m3,466.16,2022-06-14 09:28:16.189637-03
7774,2014-08-01,MT,OLEO DIESEL S-1800,m3,1161.76,2022-06-14 09:28:16.189637-03
7775,2014-08-01,GO,OLEO DIESEL S-1800,m3,582.03,2022-06-14 09:28:16.189637-03
7776,2014-08-01,DF,OLEO DIESEL S-1800,m3,4,2022-06-14 09:28:16.189637-03
7777,2014-08-01,RO,OLEO DIESEL MARITIMO,m3,1142.06,2022-06-14 09:28:16.189637-03
7778,2014-08-01,AC,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7779,2014-08-01,AM,OLEO DIESEL MARITIMO,m3,12226.066,2022-06-14 09:28:16.189637-03
7780,2014-08-01,RR,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7781,2014-08-01,PA,OLEO DIESEL MARITIMO,m3,7013,2022-06-14 09:28:16.189637-03
7782,2014-08-01,AP,OLEO DIESEL MARITIMO,m3,267,2022-06-14 09:28:16.189637-03
7783,2014-08-01,TO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7784,2014-08-01,MA,OLEO DIESEL MARITIMO,m3,645,2022-06-14 09:28:16.189637-03
7785,2014-08-01,PI,OLEO DIESEL MARITIMO,m3,105,2022-06-14 09:28:16.189637-03
7786,2014-08-01,CE,OLEO DIESEL MARITIMO,m3,485,2022-06-14 09:28:16.189637-03
7787,2014-08-01,RN,OLEO DIESEL MARITIMO,m3,821.5,2022-06-14 09:28:16.189637-03
7788,2014-08-01,PB,OLEO DIESEL MARITIMO,m3,30,2022-06-14 09:28:16.189637-03
7789,2014-08-01,PE,OLEO DIESEL MARITIMO,m3,5192.56,2022-06-14 09:28:16.189637-03
7790,2014-08-01,AL,OLEO DIESEL MARITIMO,m3,185,2022-06-14 09:28:16.189637-03
7791,2014-08-01,SE,OLEO DIESEL MARITIMO,m3,205,2022-06-14 09:28:16.189637-03
7792,2014-08-01,BA,OLEO DIESEL MARITIMO,m3,1661.438,2022-06-14 09:28:16.189637-03
7793,2014-08-01,MG,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7794,2014-08-01,ES,OLEO DIESEL MARITIMO,m3,4618.436,2022-06-14 09:28:16.189637-03
7795,2014-08-01,RJ,OLEO DIESEL MARITIMO,m3,28720.36,2022-06-14 09:28:16.189637-03
7796,2014-08-01,SP,OLEO DIESEL MARITIMO,m3,2570,2022-06-14 09:28:16.189637-03
7797,2014-08-01,PR,OLEO DIESEL MARITIMO,m3,744.051,2022-06-14 09:28:16.189637-03
7798,2014-08-01,SC,OLEO DIESEL MARITIMO,m3,4472.5,2022-06-14 09:28:16.189637-03
7799,2014-08-01,RS,OLEO DIESEL MARITIMO,m3,2254,2022-06-14 09:28:16.189637-03
7800,2014-08-01,MS,OLEO DIESEL MARITIMO,m3,90,2022-06-14 09:28:16.189637-03
7801,2014-08-01,MT,OLEO DIESEL MARITIMO,m3,521.477,2022-06-14 09:28:16.189637-03
7802,2014-08-01,GO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7803,2014-08-01,DF,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7804,2014-08-01,RO,OLEO DIESEL (OUTROS ),m3,20,2022-06-14 09:28:16.189637-03
7805,2014-08-01,AC,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7806,2014-08-01,AM,OLEO DIESEL (OUTROS ),m3,110,2022-06-14 09:28:16.189637-03
7807,2014-08-01,RR,OLEO DIESEL (OUTROS ),m3,3,2022-06-14 09:28:16.189637-03
7808,2014-08-01,PA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7809,2014-08-01,AP,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7810,2014-08-01,TO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7811,2014-08-01,MA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7812,2014-08-01,PI,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7813,2014-08-01,CE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7814,2014-08-01,RN,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7815,2014-08-01,PB,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7816,2014-08-01,PE,OLEO DIESEL (OUTROS ),m3,595,2022-06-14 09:28:16.189637-03
7817,2014-08-01,AL,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7818,2014-08-01,SE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7819,2014-08-01,BA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7820,2014-08-01,MG,OLEO DIESEL (OUTROS ),m3,5.545,2022-06-14 09:28:16.189637-03
7821,2014-08-01,ES,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7822,2014-08-01,RJ,OLEO DIESEL (OUTROS ),m3,808.359,2022-06-14 09:28:16.189637-03
7823,2014-08-01,SP,OLEO DIESEL (OUTROS ),m3,636,2022-06-14 09:28:16.189637-03
7824,2014-08-01,PR,OLEO DIESEL (OUTROS ),m3,61.636,2022-06-14 09:28:16.189637-03
7825,2014-08-01,SC,OLEO DIESEL (OUTROS ),m3,50,2022-06-14 09:28:16.189637-03
7826,2014-08-01,RS,OLEO DIESEL (OUTROS ),m3,249.769,2022-06-14 09:28:16.189637-03
7827,2014-08-01,MS,OLEO DIESEL (OUTROS ),m3,30,2022-06-14 09:28:16.189637-03
7828,2014-08-01,MT,OLEO DIESEL (OUTROS ),m3,102,2022-06-14 09:28:16.189637-03
7829,2014-08-01,GO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7830,2014-08-01,DF,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7831,2015-08-01,RO,OLEO DIESEL S-10,m3,16449.25,2022-06-14 09:28:16.189637-03
7832,2015-08-01,AC,OLEO DIESEL S-10,m3,3651,2022-06-14 09:28:16.189637-03
7833,2015-08-01,AM,OLEO DIESEL S-10,m3,10704.132,2022-06-14 09:28:16.189637-03
7834,2015-08-01,RR,OLEO DIESEL S-10,m3,2049.2,2022-06-14 09:28:16.189637-03
7835,2015-08-01,PA,OLEO DIESEL S-10,m3,65974.211,2022-06-14 09:28:16.189637-03
7836,2015-08-01,AP,OLEO DIESEL S-10,m3,912,2022-06-14 09:28:16.189637-03
7837,2015-08-01,TO,OLEO DIESEL S-10,m3,21647,2022-06-14 09:28:16.189637-03
7838,2015-08-01,MA,OLEO DIESEL S-10,m3,29240.5,2022-06-14 09:28:16.189637-03
7839,2015-08-01,PI,OLEO DIESEL S-10,m3,13086,2022-06-14 09:28:16.189637-03
7840,2015-08-01,CE,OLEO DIESEL S-10,m3,59980.221,2022-06-14 09:28:16.189637-03
7841,2015-08-01,RN,OLEO DIESEL S-10,m3,106849,2022-06-14 09:28:16.189637-03
7842,2015-08-01,PB,OLEO DIESEL S-10,m3,13921.48,2022-06-14 09:28:16.189637-03
7843,2015-08-01,PE,OLEO DIESEL S-10,m3,65433.712,2022-06-14 09:28:16.189637-03
7844,2015-08-01,AL,OLEO DIESEL S-10,m3,12231,2022-06-14 09:28:16.189637-03
7845,2015-08-01,SE,OLEO DIESEL S-10,m3,12430.4,2022-06-14 09:28:16.189637-03
7846,2015-08-01,BA,OLEO DIESEL S-10,m3,80225.945,2022-06-14 09:28:16.189637-03
7847,2015-08-01,MG,OLEO DIESEL S-10,m3,152713.661,2022-06-14 09:28:16.189637-03
7848,2015-08-01,ES,OLEO DIESEL S-10,m3,27196.375,2022-06-14 09:28:16.189637-03
7849,2015-08-01,RJ,OLEO DIESEL S-10,m3,113385.699,2022-06-14 09:28:16.189637-03
7850,2015-08-01,SP,OLEO DIESEL S-10,m3,329530.475,2022-06-14 09:28:16.189637-03
7851,2015-08-01,PR,OLEO DIESEL S-10,m3,105368.171,2022-06-14 09:28:16.189637-03
7852,2015-08-01,SC,OLEO DIESEL S-10,m3,48348.131,2022-06-14 09:28:16.189637-03
7853,2015-08-01,RS,OLEO DIESEL S-10,m3,60891.09,2022-06-14 09:28:16.189637-03
7854,2015-08-01,MS,OLEO DIESEL S-10,m3,395768.821,2022-06-14 09:28:16.189637-03
7855,2015-08-01,MT,OLEO DIESEL S-10,m3,35127.1,2022-06-14 09:28:16.189637-03
7856,2015-08-01,GO,OLEO DIESEL S-10,m3,50274.52,2022-06-14 09:28:16.189637-03
7857,2015-08-01,DF,OLEO DIESEL S-10,m3,18646.8,2022-06-14 09:28:16.189637-03
7858,2015-08-01,RO,OLEO DIESEL S-500,m3,55285.5,2022-06-14 09:28:16.189637-03
7859,2015-08-01,AC,OLEO DIESEL S-500,m3,11330.112,2022-06-14 09:28:16.189637-03
7860,2015-08-01,AM,OLEO DIESEL S-500,m3,21358.937,2022-06-14 09:28:16.189637-03
7861,2015-08-01,RR,OLEO DIESEL S-500,m3,3567.4,2022-06-14 09:28:16.189637-03
7862,2015-08-01,PA,OLEO DIESEL S-500,m3,115155.348,2022-06-14 09:28:16.189637-03
7863,2015-08-01,AP,OLEO DIESEL S-500,m3,17069.467,2022-06-14 09:28:16.189637-03
7864,2015-08-01,TO,OLEO DIESEL S-500,m3,54574.95,2022-06-14 09:28:16.189637-03
7865,2015-08-01,MA,OLEO DIESEL S-500,m3,62952.643,2022-06-14 09:28:16.189637-03
7866,2015-08-01,PI,OLEO DIESEL S-500,m3,30946,2022-06-14 09:28:16.189637-03
7867,2015-08-01,CE,OLEO DIESEL S-500,m3,379456.135,2022-06-14 09:28:16.189637-03
7868,2015-08-01,RN,OLEO DIESEL S-500,m3,36820.45,2022-06-14 09:28:16.189637-03
7869,2015-08-01,PB,OLEO DIESEL S-500,m3,26850.89,2022-06-14 09:28:16.189637-03
7870,2015-08-01,PE,OLEO DIESEL S-500,m3,54051.1,2022-06-14 09:28:16.189637-03
7871,2015-08-01,AL,OLEO DIESEL S-500,m3,20271.5,2022-06-14 09:28:16.189637-03
7872,2015-08-01,SE,OLEO DIESEL S-500,m3,15439.3,2022-06-14 09:28:16.189637-03
7873,2015-08-01,BA,OLEO DIESEL S-500,m3,200680.057,2022-06-14 09:28:16.189637-03
7874,2015-08-01,MG,OLEO DIESEL S-500,m3,444774.075,2022-06-14 09:28:16.189637-03
7875,2015-08-01,ES,OLEO DIESEL S-500,m3,64917.093,2022-06-14 09:28:16.189637-03
7876,2015-08-01,RJ,OLEO DIESEL S-500,m3,101631.889,2022-06-14 09:28:16.189637-03
7877,2015-08-01,SP,OLEO DIESEL S-500,m3,646715.228,2022-06-14 09:28:16.189637-03
7878,2015-08-01,PR,OLEO DIESEL S-500,m3,274280.043,2022-06-14 09:28:16.189637-03
7879,2015-08-01,SC,OLEO DIESEL S-500,m3,149149.434,2022-06-14 09:28:16.189637-03
7880,2015-08-01,RS,OLEO DIESEL S-500,m3,2769053.897,2022-06-14 09:28:16.189637-03
7881,2015-08-01,MS,OLEO DIESEL S-500,m3,75218.402,2022-06-14 09:28:16.189637-03
7882,2015-08-01,MT,OLEO DIESEL S-500,m3,173641.937,2022-06-14 09:28:16.189637-03
7883,2015-08-01,GO,OLEO DIESEL S-500,m3,192046.65,2022-06-14 09:28:16.189637-03
7884,2015-08-01,DF,OLEO DIESEL S-500,m3,21729.5,2022-06-14 09:28:16.189637-03
7885,2015-08-01,RO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7886,2015-08-01,AC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7887,2015-08-01,AM,OLEO DIESEL S-1800,m3,47819.386,2022-06-14 09:28:16.189637-03
7888,2015-08-01,RR,OLEO DIESEL S-1800,m3,4906,2022-06-14 09:28:16.189637-03
7889,2015-08-01,PA,OLEO DIESEL S-1800,m3,5688.191,2022-06-14 09:28:16.189637-03
7890,2015-08-01,AP,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7891,2015-08-01,TO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7892,2015-08-01,MA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7893,2015-08-01,PI,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7894,2015-08-01,CE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7895,2015-08-01,RN,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7896,2015-08-01,PB,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7897,2015-08-01,PE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7898,2015-08-01,AL,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7899,2015-08-01,SE,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7900,2015-08-01,BA,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7901,2015-08-01,MG,OLEO DIESEL S-1800,m3,679,2022-06-14 09:28:16.189637-03
7902,2015-08-01,ES,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7903,2015-08-01,RJ,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7904,2015-08-01,SP,OLEO DIESEL S-1800,m3,16782.44,2022-06-14 09:28:16.189637-03
7905,2015-08-01,PR,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7906,2015-08-01,SC,OLEO DIESEL S-1800,m3,367,2022-06-14 09:28:16.189637-03
7907,2015-08-01,RS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7908,2015-08-01,MS,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7909,2015-08-01,MT,OLEO DIESEL S-1800,m3,328,2022-06-14 09:28:16.189637-03
7910,2015-08-01,GO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7911,2015-08-01,DF,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
7912,2015-08-01,RO,OLEO DIESEL MARITIMO,m3,956.6,2022-06-14 09:28:16.189637-03
7913,2015-08-01,AC,OLEO DIESEL MARITIMO,m3,18,2022-06-14 09:28:16.189637-03
7914,2015-08-01,AM,OLEO DIESEL MARITIMO,m3,8901.239,2022-06-14 09:28:16.189637-03
7915,2015-08-01,RR,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7916,2015-08-01,PA,OLEO DIESEL MARITIMO,m3,6555,2022-06-14 09:28:16.189637-03
7917,2015-08-01,AP,OLEO DIESEL MARITIMO,m3,140,2022-06-14 09:28:16.189637-03
7918,2015-08-01,TO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7919,2015-08-01,MA,OLEO DIESEL MARITIMO,m3,8650.3,2022-06-14 09:28:16.189637-03
7920,2015-08-01,PI,OLEO DIESEL MARITIMO,m3,90,2022-06-14 09:28:16.189637-03
7921,2015-08-01,CE,OLEO DIESEL MARITIMO,m3,835,2022-06-14 09:28:16.189637-03
7922,2015-08-01,RN,OLEO DIESEL MARITIMO,m3,730,2022-06-14 09:28:16.189637-03
7923,2015-08-01,PB,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7924,2015-08-01,PE,OLEO DIESEL MARITIMO,m3,231,2022-06-14 09:28:16.189637-03
7925,2015-08-01,AL,OLEO DIESEL MARITIMO,m3,450,2022-06-14 09:28:16.189637-03
7926,2015-08-01,SE,OLEO DIESEL MARITIMO,m3,210,2022-06-14 09:28:16.189637-03
7927,2015-08-01,BA,OLEO DIESEL MARITIMO,m3,1265,2022-06-14 09:28:16.189637-03
7928,2015-08-01,MG,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7929,2015-08-01,ES,OLEO DIESEL MARITIMO,m3,3473.51,2022-06-14 09:28:16.189637-03
7930,2015-08-01,RJ,OLEO DIESEL MARITIMO,m3,26600.012,2022-06-14 09:28:16.189637-03
7931,2015-08-01,SP,OLEO DIESEL MARITIMO,m3,4032.57,2022-06-14 09:28:16.189637-03
7932,2015-08-01,PR,OLEO DIESEL MARITIMO,m3,6500.702,2022-06-14 09:28:16.189637-03
7933,2015-08-01,SC,OLEO DIESEL MARITIMO,m3,5948.01,2022-06-14 09:28:16.189637-03
7934,2015-08-01,RS,OLEO DIESEL MARITIMO,m3,2280,2022-06-14 09:28:16.189637-03
7935,2015-08-01,MS,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7936,2015-08-01,MT,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7937,2015-08-01,GO,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7938,2015-08-01,DF,OLEO DIESEL MARITIMO,m3,0,2022-06-14 09:28:16.189637-03
7939,2015-08-01,RO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7940,2015-08-01,AC,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7941,2015-08-01,AM,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7942,2015-08-01,RR,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7943,2015-08-01,PA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7944,2015-08-01,AP,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7945,2015-08-01,TO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7946,2015-08-01,MA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7947,2015-08-01,PI,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7948,2015-08-01,CE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7949,2015-08-01,RN,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7950,2015-08-01,PB,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7951,2015-08-01,PE,OLEO DIESEL (OUTROS ),m3,245,2022-06-14 09:28:16.189637-03
7952,2015-08-01,AL,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7953,2015-08-01,SE,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7954,2015-08-01,BA,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7955,2015-08-01,MG,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7956,2015-08-01,ES,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7957,2015-08-01,RJ,OLEO DIESEL (OUTROS ),m3,1983.222,2022-06-14 09:28:16.189637-03
7958,2015-08-01,SP,OLEO DIESEL (OUTROS ),m3,11362.66,2022-06-14 09:28:16.189637-03
7959,2015-08-01,PR,OLEO DIESEL (OUTROS ),m3,21.583,2022-06-14 09:28:16.189637-03
7960,2015-08-01,SC,OLEO DIESEL (OUTROS ),m3,30,2022-06-14 09:28:16.189637-03
7961,2015-08-01,RS,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7962,2015-08-01,MS,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7963,2015-08-01,MT,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7964,2015-08-01,GO,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7965,2015-08-01,DF,OLEO DIESEL (OUTROS ),m3,0,2022-06-14 09:28:16.189637-03
7966,2016-08-01,RO,OLEO DIESEL S-10,m3,14710.7,2022-06-14 09:28:16.189637-03
7967,2016-08-01,AC,OLEO DIESEL S-10,m3,3059.31,2022-06-14 09:28:16.189637-03
7968,2016-08-01,AM,OLEO DIESEL S-10,m3,9965.076,2022-06-14 09:28:16.189637-03
7969,2016-08-01,RR,OLEO DIESEL S-10,m3,2670.9,2022-06-14 09:28:16.189637-03
7970,2016-08-01,PA,OLEO DIESEL S-10,m3,60404.089,2022-06-14 09:28:16.189637-03
7971,2016-08-01,AP,OLEO DIESEL S-10,m3,12596,2022-06-14 09:28:16.189637-03
7972,2016-08-01,TO,OLEO DIESEL S-10,m3,23033.6,2022-06-14 09:28:16.189637-03
7973,2016-08-01,MA,OLEO DIESEL S-10,m3,36151.43,2022-06-14 09:28:16.189637-03
7974,2016-08-01,PI,OLEO DIESEL S-10,m3,18255.98,2022-06-14 09:28:16.189637-03
7975,2016-08-01,CE,OLEO DIESEL S-10,m3,61578.65,2022-06-14 09:28:16.189637-03
7976,2016-08-01,RN,OLEO DIESEL S-10,m3,10830.4,2022-06-14 09:28:16.189637-03
7977,2016-08-01,PB,OLEO DIESEL S-10,m3,14780.241,2022-06-14 09:28:16.189637-03
7978,2016-08-01,PE,OLEO DIESEL S-10,m3,67035.8,2022-06-14 09:28:16.189637-03
7979,2016-08-01,AL,OLEO DIESEL S-10,m3,11043,2022-06-14 09:28:16.189637-03
7980,2016-08-01,SE,OLEO DIESEL S-10,m3,12297.2,2022-06-14 09:28:16.189637-03
7981,2016-08-01,BA,OLEO DIESEL S-10,m3,84727.847,2022-06-14 09:28:16.189637-03
7982,2016-08-01,MG,OLEO DIESEL S-10,m3,135914.973,2022-06-14 09:28:16.189637-03
7983,2016-08-01,ES,OLEO DIESEL S-10,m3,25110,2022-06-14 09:28:16.189637-03
7984,2016-08-01,RJ,OLEO DIESEL S-10,m3,1395802.698,2022-06-14 09:28:16.189637-03
7985,2016-08-01,SP,OLEO DIESEL S-10,m3,359731.743,2022-06-14 09:28:16.189637-03
7986,2016-08-01,PR,OLEO DIESEL S-10,m3,115322.936,2022-06-14 09:28:16.189637-03
7987,2016-08-01,SC,OLEO DIESEL S-10,m3,61442.58,2022-06-14 09:28:16.189637-03
7988,2016-08-01,RS,OLEO DIESEL S-10,m3,70573.96,2022-06-14 09:28:16.189637-03
7989,2016-08-01,MS,OLEO DIESEL S-10,m3,40219.066,2022-06-14 09:28:16.189637-03
7990,2016-08-01,MT,OLEO DIESEL S-10,m3,41226.98,2022-06-14 09:28:16.189637-03
7991,2016-08-01,GO,OLEO DIESEL S-10,m3,60699.84,2022-06-14 09:28:16.189637-03
7992,2016-08-01,DF,OLEO DIESEL S-10,m3,16143.665,2022-06-14 09:28:16.189637-03
7993,2016-08-01,RO,OLEO DIESEL S-500,m3,51671.689,2022-06-14 09:28:16.189637-03
7994,2016-08-01,AC,OLEO DIESEL S-500,m3,9861.3,2022-06-14 09:28:16.189637-03
7995,2016-08-01,AM,OLEO DIESEL S-500,m3,17711.644,2022-06-14 09:28:16.189637-03
7996,2016-08-01,RR,OLEO DIESEL S-500,m3,6491.8,2022-06-14 09:28:16.189637-03
7997,2016-08-01,PA,OLEO DIESEL S-500,m3,1190950.549,2022-06-14 09:28:16.189637-03
7998,2016-08-01,AP,OLEO DIESEL S-500,m3,8705.56,2022-06-14 09:28:16.189637-03
7999,2016-08-01,TO,OLEO DIESEL S-500,m3,45984.5,2022-06-14 09:28:16.189637-03
8000,2016-08-01,MA,OLEO DIESEL S-500,m3,69393.305,2022-06-14 09:28:16.189637-03
8001,2016-08-01,PI,OLEO DIESEL S-500,m3,23364.88,2022-06-14 09:28:16.189637-03
8002,2016-08-01,CE,OLEO DIESEL S-500,m3,29395,2022-06-14 09:28:16.189637-03
8003,2016-08-01,RN,OLEO DIESEL S-500,m3,28156.35,2022-06-14 09:28:16.189637-03
8004,2016-08-01,PB,OLEO DIESEL S-500,m3,22405.03,2022-06-14 09:28:16.189637-03
8005,2016-08-01,PE,OLEO DIESEL S-500,m3,37144.7,2022-06-14 09:28:16.189637-03
8006,2016-08-01,AL,OLEO DIESEL S-500,m3,16776.03,2022-06-14 09:28:16.189637-03
8007,2016-08-01,SE,OLEO DIESEL S-500,m3,15030,2022-06-14 09:28:16.189637-03
8008,2016-08-01,BA,OLEO DIESEL S-500,m3,149439,2022-06-14 09:28:16.189637-03
8009,2016-08-01,MG,OLEO DIESEL S-500,m3,344749.528,2022-06-14 09:28:16.189637-03
8010,2016-08-01,ES,OLEO DIESEL S-500,m3,606981.491,2022-06-14 09:28:16.189637-03
8011,2016-08-01,RJ,OLEO DIESEL S-500,m3,72432.636,2022-06-14 09:28:16.189637-03
8012,2016-08-01,SP,OLEO DIESEL S-500,m3,600388.575,2022-06-14 09:28:16.189637-03
8013,2016-08-01,PR,OLEO DIESEL S-500,m3,305312.363,2022-06-14 09:28:16.189637-03
8014,2016-08-01,SC,OLEO DIESEL S-500,m3,137182.851,2022-06-14 09:28:16.189637-03
8015,2016-08-01,RS,OLEO DIESEL S-500,m3,226542.912,2022-06-14 09:28:16.189637-03
8016,2016-08-01,MS,OLEO DIESEL S-500,m3,86952.944,2022-06-14 09:28:16.189637-03
8017,2016-08-01,MT,OLEO DIESEL S-500,m3,195034.313,2022-06-14 09:28:16.189637-03
8018,2016-08-01,GO,OLEO DIESEL S-500,m3,155228.83,2022-06-14 09:28:16.189637-03
8019,2016-08-01,DF,OLEO DIESEL S-500,m3,16387.55,2022-06-14 09:28:16.189637-03
8020,2016-08-01,RO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
8021,2016-08-01,AC,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
8022,2016-08-01,AM,OLEO DIESEL S-1800,m3,44265.691,2022-06-14 09:28:16.189637-03
8023,2016-08-01,RR,OLEO DIESEL S-1800,m3,881,2022-06-14 09:28:16.189637-03
8024,2016-08-01,PA,OLEO DIESEL S-1800,m3,5730.83,2022-06-14 09:28:16.189637-03
8025,2016-08-01,AP,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
8026,2016-08-01,TO,OLEO DIESEL S-1800,m3,0,2022-06-14 09:28:16.189637-03
